"20190101:0010","0","0","0.7872","1.5744","0.092100203365883","0.092100203365883","1.6665002033659","-0.78115818379332","0.039057909189666","3.9057909189666%","","","0.88534201957257","0","","","","","","","","","","",""
"20190101:0011","0","0","0.571965","1.14393","0.092100203365883","0.092100203365883","1.2360302033659","-0.3740201618324","0.0578","5.7758917281286%","0","0.3740201618324","0.86201004153348","0","","","","","","","","","","",""
"20190101:0210","0","0","0.56573","1.13146","0.092100203365883","0.092100203365883","1.2235602033659","-0.18743965705981","0.0671","6.7130900134276%","0","0.18743965705981","1.0361205463061","0","","","","","","","","","","",""
"20190101:0310","0","0","0.60182","1.20364","0.11524175201543","0.11524175201543","1.3188817520154","-0.15722571610763","0.0750","7.4992185939658%","0","0.15722571610763","1.1616560359078","0","","","","","","","","","","",""
"20190101:0410","0","0","0.679706","1.359412","0.11524175201543","0.11524175201543","1.4746537520154","-0.0083604484978588","0.0754","7.5410208364551%","0","0.0083604484978589","1.4662933035176","0","","","","","","","","","","",""
"20190101:0510","0","0","0.688805","1.37761","0.11524175201543","0.11524175201543","1.4928517520154","0.16275582466144","0.0673","6.7272417131479%","-0.16275582466144","0","1.6556075766769","0","","","","","","","","","","",""
"20190101:0610","0","0","0.552447","1.104894","0.11524175201543","0.11524175201543","1.2201357520154","0.19008987048154","0.0578","5.7767923607402%","-0.19008987048154","0","1.410225622497","0","","","","","","","","","","",""
"20190101:0710","0.15754","0.15754","0.382689","0.765378","0.11524175201543","0.11524175201543","1.0381597520154","0.30821996462275","0.0424","4.2356925376264%","-0.30821996462275","0","1.3463797166382","0","","","","","","","","","","",""
"20190101:0810","0.44029","0.44029","0.260251","0.520502","0.11524175201543","0.11524175201543","1.0760337520154","0.1511102250466","0.0348","3.4801414123934%","-0.1511102250466","0","1.227143977062","0","","","","","","","","","","",""
"20190101:0910","0.60264","0.60264","0.166038","0.332076","0.11524175201543","0.11524175201543","1.0499577520154","0.31242470591801","0.0192","1.9180178828034%","-0.31242470591801","0","1.3623824579334","0","","","","","","","","","","",""
"20190101:1010","0.69154","0.69154","0.026837","0.053674","0.11524175201543","0.11524175201543","0.86045575201543","0.38655309955404","0.0000","0%","-0.38360357656068","0","1.2470088515695","0.0029495229933549","","","","","","","","","","",""
"20190101:1110","0.71644","0.71644","0.027753","0.055506","0.11524175201543","0.11524175201543","0.88718775201543","0.63957782666845","0.0000","0%","0","0","1.5267655786839","0.63957782666845","","","","","","","","","","",""
"20190101:1210","0.69139","0.69139","0","0","0.11524175201543","0.11524175201543","0.80663175201543","0.8426903813363","0.0000","0%","0","0","1.6493221333517","0.8426903813363","","","","","","","","","","",""
"20190101:1310","0.59395","0.59395","0","0","0.11524175201543","0.11524175201543","0.70919175201543","0.69135219432347","0.0000","0%","0","0","1.4005439463389","0.69135219432347","","","","","","","","","","",""
"20190101:1410","0.42963","0.42963","0","0","0.11524175201543","0.11524175201543","0.54487175201543","0.68120094894872","0.0000","0%","0","0","1.2260727009641","0.68120094894872","","","","","","","","","","",""
"20190101:1510","0.00836","0.00836","0","0","0.11524175201543","0.11524175201543","0.12360175201543","0.78828720218421","0.0000","0%","0","0","0.91188895419964","0.78828720218421","","","","","","","","","","",""
"20190101:1610","0","0","0","0","0.11524175201543","0.11524175201543","0.11524175201543","1.1469477596226","0.0000","0%","0","0","1.262189511638","1.1469477596226","","","","","","","","","","",""
"20190101:1710","0","0","0","0","0","0","0","1.3365840363041","0.0000","0%","0","0","1.3365840363041","1.3365840363041","","","","","","","","","","",""
"20190101:1810","0","0","0.03711","0.07422","0","0","0.07422","1.9739364465218","0.0000","0%","0","0","2.0481564465218","1.9739364465218","","","","","","","","","","",""
"20190101:1910","0","0","0.044553","0.089106","0","0","0.089106","1.8309684255349","0.0000","0%","0","0","1.9200744255349","1.8309684255349","","","","","","","","","","",""
"20190101:2010","0","0","0.032744","0.065488","0","0","0.065488","1.6234949732482","0.0000","0%","0","0","1.6889829732482","1.6234949732482","","","","","","","","","","",""
"20190101:2110","0","0","0.028433","0.056866","0","0","0.056866","1.4767160812614","0.0000","0%","0","0","1.5335820812614","1.4767160812614","","","","","","","","","","",""
"20190101:2210","0","0","0.047535","0.09507","0","0","0.09507","0.99588032244244","0.0000","0%","0","0","1.0909503224424","0.99588032244244","","","","","","","","","","",""
"20190101:2310","0","0","0.061607","0.123214","0","0","0.123214","0.92201834304586","0.0000","0%","0","0","1.0452323430459","0.92201834304586","","","","","","","","","","",""
"20190102:0010","0","0","0.085897","0.171794","0","0","0.171794","0.80893871903463","0.0000","0%","0","0","0.98073271903463","0.80893871903463","","","","","","","","","","",""
"20190102:0110","0","0","0.124933","0.249866","0","0","0.249866","0.62743902019871","0.0000","0%","0","0","0.87730502019871","0.62743902019871","","","","","","","","","","",""
"20190102:0210","0","0","0.207692","0.415384","0","0","0.415384","0.23764112920971","0.0000","0%","0","0","0.65302512920971","0.23764112920971","","","","","","","","","","",""
"20190102:0310","0","0","0.268881","0.537762","0","0","0.537762","0.49984572800182","0.0000","0%","0","0","1.0376077280018","0.49984572800182","","","","","","","","","","",""
"20190102:0410","0","0","0.306436","0.612872","0.058414836965497","0.058414836965497","0.6712868369655","0.2735729580102","0.0000","0%","0","0","0.9448597949757","0.2735729580102","","","","","","","","","","",""
"20190102:0510","0","0","0.333277","0.666554","0.058414836965497","0.058414836965497","0.7249688369655","0.41264292248685","0.0000","0%","0","0","1.1376117594523","0.41264292248685","","","","","","","","","","",""
